distance_reduction,log_distance_reduction
1.0717167231652553,0.06926177694954155
1.1979411233519957,0.1806043527025888
1.3065965216614428,0.26742568129135275
1.4660850571424857,0.38259562166028416
1.7711247138318225,0.5716147763279998
2.2262328294817264,0.8003108428381341
2.754387169262082,1.0131949747616793
