distance_reduction,log_distance_reduction
1.0729414195681373,0.07040386716112415
1.1277580048124412,0.12023159531925413
1.2600845988912215,0.23117886068662488
1.4046013115142904,0.3397534984703055
1.6678185787225852,0.5115165322672857
2.040152117566581,0.7130243725107105
2.545017151908258,0.9341373894329227
